subj cond chan win        value        gmin        tgmin   gmax        tgmax  
co15 102  P8   +600..+748 -4.1148e-01 -3.0924e+00   0.652  1.6928e+00   0.668
co15 102  PO3  +600..+748  2.0791e+00 -3.1223e-01   0.724  4.8487e+00   0.640
co15 102  POZ  +600..+748  1.3223e+00 -7.9298e-01   0.728  4.1869e+00   0.640
co15 102  PO4  +600..+748  1.9131e+00  5.5289e-01   0.728  4.1224e+00   0.640
co15 102  OZ   +600..+748  4.4316e+00  2.5859e+00   0.616  6.3320e+00   0.668
co15 103  F7   +600..+748 -5.1706e+00 -6.6971e+00   0.708 -3.5419e+00   0.612
co15 103  F3   +600..+748 -2.1573e+00 -4.0217e+00   0.664 -1.3479e-01   0.616
co15 103  FZ   +600..+748  8.9790e-02 -2.3594e+00   0.696  3.1317e+00   0.616
co15 103  F4   +600..+748 -1.5126e+00 -4.3635e+00   0.696  1.3401e+00   0.616
co15 103  F8   +600..+748 -1.6922e+00 -4.2097e+00   0.692  2.0449e-01   0.724
co15 103  FC5  +600..+748 -3.6261e+00 -5.8767e+00   0.668 -2.4046e+00   0.612
co15 103  FCZ  +600..+748  5.3691e-01 -1.9885e+00   0.696  3.2880e+00   0.616
co15 103  FC6  +600..+748 -2.9915e+00 -5.8866e+00   0.688 -9.1855e-01   0.620
co15 103  C3   +600..+748 -3.4798e+00 -6.3285e+00   0.668 -9.8655e-01   0.616
co15 103  CZ   +600..+748 -7.1717e-01 -3.3765e+00   0.696  1.6589e+00   0.616
co15 103  C4   +600..+748 -1.6861e-01 -3.3095e+00   0.692  2.1163e+00   0.620
co15 103  CP5  +600..+748 -3.2921e+00 -5.3339e+00   0.664 -1.5696e+00   0.616
co15 103  CPZ  +600..+748 -1.0380e+00 -3.4747e+00   0.664  1.5750e+00   0.612
co15 103  CP6  +600..+748 -8.1564e-01 -3.5224e+00   0.696  1.2923e+00   0.620
co15 103  P7   +600..+748 -1.2913e+00 -3.0688e+00   0.744  5.6258e-01   0.680
co15 103  P3   +600..+748 -1.2177e+00 -3.5091e+00   0.744  9.5419e-01   0.612
co15 103  PZ   +600..+748 -3.6950e-01 -2.3920e+00   0.664  2.1080e+00   0.612
co15 103  P4   +600..+748 -2.9958e-01 -2.7417e+00   0.696  2.1774e+00   0.616
co15 103  P8   +600..+748 -2.7735e+00 -5.8041e+00   0.696 -1.8806e-01   0.616
co15 103  PO3  +600..+748 -5.3516e-02 -2.8274e+00   0.744  2.7087e+00   0.680
co15 103  POZ  +600..+748 -2.0448e+00 -4.3068e+00   0.708  6.8499e-02   0.680
co15 103  PO4  +600..+748 -3.4345e-01 -2.3064e+00   0.708  1.5272e+00   0.616
co15 103  OZ   +600..+748  3.1161e+00  1.6848e+00   0.708  5.0852e+00   0.680
co15 104  F7   +600..+748 -5.5231e+00 -7.7058e+00   0.668 -3.9885e+00   0.628
co15 104  F3   +600..+748 -3.4893e+00 -5.5660e+00   0.668 -1.8038e+00   0.704
co15 104  FZ   +600..+748 -1.8745e+00 -4.2811e+00   0.668 -2.4089e-01   0.740
co15 104  F4   +600..+748 -3.3671e+00 -6.0686e+00   0.672 -5.5906e-01   0.740
co15 104  F8   +600..+748 -3.6366e+00 -6.3937e+00   0.668 -1.4524e+00   0.736
co15 104  FC5  +600..+748 -2.3801e+00 -4.6702e+00   0.668 -4.8899e-01   0.700
co15 104  FCZ  +600..+748 -1.8073e-01 -1.9090e+00   0.668  1.3239e+00   0.700
co15 104  FC6  +600..+748 -3.2563e+00 -6.0522e+00   0.672 -7.3887e-01   0.740
co15 104  C3   +600..+748 -1.8429e+00 -3.7616e+00   0.724  3.8270e-01   0.700
co15 104  CZ   +600..+748  2.8268e-01 -1.4072e+00   0.668  1.8422e+00   0.700
co15 104  C4   +600..+748 -1.2303e-01 -2.3094e+00   0.672  2.5340e+00   0.740
co15 104  CP5  +600..+748 -8.2916e-01 -2.5215e+00   0.724  1.0835e+00   0.696
co15 104  CPZ  +600..+748  9.0160e-01 -8.8644e-01   0.668  2.4937e+00   0.700
co15 104  CP6  +600..+748  1.6866e-01 -2.2021e+00   0.672  3.0661e+00   0.740
co15 104  P7   +600..+748  1.5426e+00 -4.8174e-01   0.720  3.1517e+00   0.700
co15 104  P3   +600..+748  2.7778e+00  4.9713e-01   0.724  4.8764e+00   0.700
co15 104  PZ   +600..+748  2.5838e+00  1.1520e+00   0.668  4.1949e+00   0.700
co15 104  P4   +600..+748  2.6444e+00  8.9621e-01   0.632  4.1722e+00   0.740
co15 104  P8   +600..+748 -1.1450e+00 -2.6015e+00   0.676  4.4361e-01   0.740
co15 104  PO3  +600..+748  2.2462e+00 -5.8859e-01   0.724  4.8597e+00   0.692
co15 104  POZ  +600..+748  1.2235e+00 -7.5343e-01   0.724  3.6995e+00   0.700
co15 104  PO4  +600..+748  2.1058e+00  5.4593e-01   0.632  3.9975e+00   0.700
co15 104  OZ   +600..+748  4.8233e+00  3.4298e+00   0.724  7.3453e+00   0.700
co16 101  F7   +600..+748 -1.2020e+00 -3.2833e+00   0.624  1.3515e+00   0.656
co16 101  F3   +600..+748  1.5520e-01 -3.3846e+00   0.628  3.3735e+00   0.740
co16 101  FZ   +600..+748 -2.0061e+00 -5.4167e+00   0.628  1.3229e+00   0.740
co16 101  F4   +600..+748 -4.3524e-01 -4.2819e+00   0.628  3.1610e+00   0.740
co16 101  F8   +600..+748 -5.9366e-01 -3.3436e+00   0.712  3.0998e+00   0.740
co16 101  FC5  +600..+748 -7.1769e-01 -2.8328e+00   0.616  2.6154e+00   0.740
co16 101  FCZ  +600..+748 -3.5221e+00 -6.1342e+00   0.628 -3.1204e-01   0.740
co16 101  FC6  +600..+748  3.8951e-01 -3.4731e+00   0.712  4.0617e+00   0.740
co16 101  C3   +600..+748  1.0633e-01 -2.0744e+00   0.628  4.9432e+00   0.740
co16 101  CZ   +600..+748 -4.8942e+00 -7.4337e+00   0.708 -2.0141e+00   0.740
co16 101  C4   +600..+748 -2.2955e+00 -7.1400e+00   0.708  2.0131e+00   0.740
co16 101  CP5  +600..+748 -8.6791e-01 -2.5712e+00   0.608  3.6087e+00   0.740
co16 101  CPZ  +600..+748 -2.4254e+00 -5.2749e+00   0.708  8.5999e-01   0.740
co16 101  CP6  +600..+748  4.3751e-01 -4.5702e+00   0.708  5.6293e+00   0.740
co16 101  P7   +600..+748  1.7465e+00 -7.0460e-01   0.620  3.7708e+00   0.732
co16 101  P3   +600..+748 -1.6255e+00 -3.7536e+00   0.708  2.1031e+00   0.740
co16 101  PZ   +600..+748 -2.0048e+00 -4.7053e+00   0.708  8.1436e-01   0.740
co16 101  P4   +600..+748  1.0554e-01 -4.1639e+00   0.708  4.3701e+00   0.740
co16 101  P8   +600..+748  2.2725e+00 -2.6474e+00   0.704  5.8478e+00   0.740
co16 101  PO3  +600..+748  3.3845e-01 -2.1771e+00   0.708  1.7732e+00   0.740
co16 101  POZ  +600..+748  4.5812e-01 -2.7881e+00   0.708  2.6682e+00   0.684
co16 101  PO4  +600..+748  1.8173e+00 -1.5875e+00   0.708  4.6782e+00   0.740
co16 101  OZ   +600..+748  1.4583e+00 -8.2104e-01   0.708  4.2553e+00   0.684
co16 102  F7   +600..+748 -1.8620e+00 -5.7193e+00   0.628  1.6369e+00   0.672
co16 102  F3   +600..+748 -2.6986e+00 -8.8957e+00   0.628  1.5405e+00   0.668
co16 102  FZ   +600..+748 -5.1391e+00 -1.1618e+01   0.628 -2.8764e-02   0.668
co16 102  F4   +600..+748 -4.2000e+00 -1.0203e+01   0.628  1.3881e+00   0.664
co16 102  F8   +600..+748 -1.9670e+00 -6.2590e+00   0.628  7.4827e-01   0.664
co16 102  FC5  +600..+748 -3.2902e+00 -7.7305e+00   0.624  4.1903e-01   0.668
co16 102  FCZ  +600..+748 -6.3245e+00 -1.1886e+01   0.628 -1.4234e+00   0.660
co16 102  FC6  +600..+748 -2.0911e+00 -7.2801e+00   0.628  1.8448e+00   0.660
co16 102  C3   +600..+748 -2.4825e+00 -6.7607e+00   0.628  1.7943e+00   0.668
co16 102  CZ   +600..+748 -6.7455e+00 -1.0962e+01   0.628 -1.9190e+00   0.660
co16 102  C4   +600..+748 -5.1046e+00 -9.5398e+00   0.628 -5.1255e-01   0.660
co16 102  CP5  +600..+748 -1.7266e+00 -4.6801e+00   0.628  5.5217e-01   0.668
co16 102  CPZ  +600..+748 -4.5288e+00 -8.2825e+00   0.712 -1.0470e-01   0.656
co16 102  CP6  +600..+748 -3.4086e+00 -7.1904e+00   0.712  1.5287e-01   0.744
co16 102  P7   +600..+748  8.0294e-01 -1.7573e+00   0.728  2.7248e+00   0.692
co16 102  P3   +600..+748 -1.3541e+00 -4.3324e+00   0.716  1.1210e+00   0.656
co16 102  PZ   +600..+748 -3.1960e+00 -8.2670e+00   0.712  1.0638e+00   0.656
co16 102  P4   +600..+748 -2.6511e+00 -7.7794e+00   0.708  1.9004e+00   0.744
co16 102  P8   +600..+748 -1.5056e+00 -4.9254e+00   0.704  2.0603e+00   0.736
co16 102  PO3  +600..+748 -1.7727e-01 -4.3138e+00   0.716  3.0728e+00   0.652
co16 102  POZ  +600..+748 -1.8969e+00 -7.0420e+00   0.712  2.1046e+00   0.652
co16 102  PO4  +600..+748 -8.6458e-01 -5.9891e+00   0.708  3.2636e+00   0.652
co16 102  OZ   +600..+748 -6.3981e-01 -4.0595e+00   0.716  2.2023e+00   0.652
co16 103  F7   +600..+748  2.2501e-02 -1.6496e+00   0.716  1.8134e+00   0.652
co16 103  F3   +600..+748  1.1744e+00 -1.0192e+00   0.620  2.7975e+00   0.736
co16 103  FZ   +600..+748 -1.2409e+00 -3.0405e+00   0.620  1.1499e+00   0.744
co16 103  F4   +600..+748 -7.7387e-01 -4.2001e+00   0.620  1.9096e+00   0.740
co16 103  F8   +600..+748 -1.4048e+00 -4.1086e+00   0.628  1.1505e+00   0.744
co16 103  FC5  +600..+748  5.0735e-01 -1.6210e+00   0.704  1.8791e+00   0.640
co16 103  FCZ  +600..+748 -3.4769e+00 -5.5273e+00   0.620 -9.3346e-02   0.744
co16 103  FC6  +600..+748 -1.8755e-01 -3.1448e+00   0.620  2.2195e+00   0.744
co16 103  C3   +600..+748  1.1866e+00 -7.1094e-01   0.704  3.4673e+00   0.732
co16 103  CZ   +600..+748 -3.3575e+00 -5.8209e+00   0.696 -1.0666e-01   0.744
co16 103  C4   +600..+748 -1.0553e+00 -2.6604e+00   0.684  2.0724e+00   0.732
co16 103  CP5  +600..+748  1.2853e+00 -3.2528e-01   0.712  3.1914e+00   0.644
co16 103  CPZ  +600..+748 -2.5524e-01 -2.9402e+00   0.696  2.6883e+00   0.744
co16 103  CP6  +600..+748 -4.0609e-01 -2.5109e+00   0.704  3.5946e+00   0.744
co16 103  P7   +600..+748  3.4639e+00  1.7639e+00   0.716  5.1374e+00   0.744
co16 103  P3   +600..+748  2.0655e+00 -1.1355e-01   0.688  4.2297e+00   0.744
co16 103  PZ   +600..+748 -9.7950e-02 -3.0374e+00   0.696  3.0502e+00   0.744
co16 103  P4   +600..+748 -9.6446e-01 -3.8951e+00   0.700  3.2794e+00   0.744
co16 103  P8   +600..+748 -6.4103e-01 -2.6757e+00   0.668  3.5888e+00   0.740
co16 103  PO3  +600..+748  2.4956e+00  7.0532e-01   0.684  4.6412e+00   0.744
co16 103  POZ  +600..+748  1.1298e+00 -9.9116e-01   0.712  3.6202e+00   0.744
co16 103  PO4  +600..+748  1.7276e+00 -4.4949e-01   0.700  5.2865e+00   0.744
co16 103  OZ   +600..+748  1.2966e+00 -7.8805e-01   0.716  2.6253e+00   0.692
co16 104  F7   +600..+748 -5.2745e-02 -3.0299e+00   0.716  2.6682e+00   0.672
co16 104  F3   +600..+748  1.3078e+00 -2.1283e+00   0.724  5.3760e+00   0.656
co16 104  FZ   +600..+748 -1.5026e+00 -5.4181e+00   0.720  2.6485e+00   0.656
co16 104  F4   +600..+748 -1.2992e+00 -4.9632e+00   0.736  2.5272e+00   0.608
co16 104  F8   +600..+748 -9.9158e-01 -4.5982e+00   0.744  1.8750e+00   0.612
co16 104  FC5  +600..+748 -8.2452e-01 -3.6859e+00   0.724  1.3982e+00   0.668
co16 104  FCZ  +600..+748 -3.9228e+00 -8.1878e+00   0.708 -2.0282e-01   0.656
co16 104  FC6  +600..+748 -9.8074e-01 -4.6111e+00   0.720  2.8453e+00   0.608
co16 104  C3   +600..+748  5.3007e-02 -3.1774e+00   0.708  2.3539e+00   0.608
co16 104  CZ   +600..+748 -5.4355e+00 -1.0772e+01   0.708 -2.5087e+00   0.608
co16 104  C4   +600..+748 -2.9305e+00 -7.6886e+00   0.712  3.6013e-01   0.636
co16 104  CP5  +600..+748  1.9428e-01 -2.2314e+00   0.708  1.7899e+00   0.636
co16 104  CPZ  +600..+748 -2.9103e+00 -8.5551e+00   0.708  1.6713e-01   0.640
co16 104  CP6  +600..+748 -2.6550e+00 -7.0308e+00   0.712  1.3138e+00   0.640
co16 104  P7   +600..+748  3.0814e+00  1.3545e+00   0.720  4.8475e+00   0.632
co16 104  P3   +600..+748  1.3129e+00 -2.2214e+00   0.716  4.4446e+00   0.640
co16 104  PZ   +600..+748 -2.4857e+00 -8.7071e+00   0.708  1.4894e+00   0.644
co16 104  P4   +600..+748 -2.8146e+00 -9.1433e+00   0.708  2.4974e+00   0.640
co16 104  P8   +600..+748 -2.2575e+00 -6.1221e+00   0.708  1.6066e+00   0.640
co16 104  PO3  +600..+748  1.7337e+00 -1.9486e+00   0.716  5.5437e+00   0.640
co16 104  POZ  +600..+748 -8.2717e-01 -6.5174e+00   0.708  3.5062e+00   0.640
co16 104  PO4  +600..+748 -3.9401e-01 -6.6555e+00   0.708  4.7249e+00   0.640
co16 104  OZ   +600..+748  2.2035e-01 -2.8522e+00   0.708  2.9315e+00   0.636
co17 101  F7   +600..+748  3.7955e-01 -2.2612e+00   0.680  3.3765e+00   0.732
co17 101  F3   +600..+748  1.4719e+00 -3.9989e-01   0.664  4.8670e+00   0.732
co17 101  FZ   +600..+748  4.5764e+00  3.0620e+00   0.648  7.7220e+00   0.732
co17 101  F4   +600..+748  3.9871e+00  1.9782e+00   0.660  8.7536e+00   0.732
co17 101  F8   +600..+748  2.5072e+00 -2.2792e-01   0.704  4.6770e+00   0.736
co17 101  FC5  +600..+748  2.8861e+00 -3.9959e-01   0.688  7.9473e+00   0.720
co17 101  FCZ  +600..+748  3.1806e+00  1.7160e+00   0.648  5.4050e+00   0.732
co17 101  FC6  +600..+748  2.9075e+00  1.3138e+00   0.676  5.2304e+00   0.620
co17 101  C3   +600..+748  2.0461e+00  2.8119e-01   0.660  4.3535e+00   0.736
co17 101  CZ   +600..+748  3.0375e+00  1.2186e+00   0.660  5.2870e+00   0.736
co17 101  C4   +600..+748  1.4633e+00 -7.3186e-01   0.716  3.1891e+00   0.736
co17 101  CP5  +600..+748 -1.1158e+00 -2.8968e+00   0.692  7.9442e-01   0.604
co17 101  CPZ  +600..+748  1.5742e+00 -5.9067e-01   0.660  4.1344e+00   0.736
co17 101  CP6  +600..+748  3.4114e-01 -1.8233e+00   0.716  2.3577e+00   0.608
co17 101  P7   +600..+748  2.5805e+00  6.0227e-02   0.660  5.3596e+00   0.736
co17 101  P3   +600..+748  2.1305e+00  1.2251e-02   0.664  4.9019e+00   0.736
co17 101  PZ   +600..+748 -1.1347e+00 -3.2622e+00   0.664  5.3738e-01   0.608
co17 101  P4   +600..+748 -1.1825e+00 -2.9167e+00   0.716  1.4722e+00   0.608
co17 101  P8   +600..+748 -1.7841e+00 -4.1023e+00   0.740  9.8473e-01   0.608
co17 101  PO3  +600..+748  1.8045e+00 -1.0922e+00   0.664  4.5692e+00   0.736
co17 101  POZ  +600..+748  1.6995e+00 -1.2772e+00   0.664  4.1196e+00   0.736
co17 101  PO4  +600..+748  2.2570e-01 -2.0203e+00   0.664  2.7503e+00   0.608
co17 101  OZ   +600..+748  8.1771e-01 -2.1378e+00   0.664  4.7068e+00   0.736
co17 102  F7   +600..+748 -9.6541e-01 -4.1242e+00   0.676  3.8959e+00   0.744
co17 102  F3   +600..+748  2.0184e+00 -8.0866e-01   0.608  4.4128e+00   0.624
co17 102  FZ   +600..+748  5.2107e+00  2.4923e+00   0.608  8.0390e+00   0.624
co17 102  F4   +600..+748  4.4902e+00  9.3199e-01   0.652  8.9149e+00   0.700
co17 102  F8   +600..+748  4.4550e+00 -8.6032e-02   0.676  8.2755e+00   0.692
co17 102  FC5  +600..+748  1.8059e+00 -4.5087e+00   0.676  7.5377e+00   0.700
co17 102  FCZ  +600..+748  3.1765e+00  9.7871e-01   0.608  6.3224e+00   0.624
co17 102  FC6  +600..+748  3.9142e+00  2.1181e+00   0.608  6.8343e+00   0.624
co17 102  C3   +600..+748  1.4195e+00 -1.1702e+00   0.656  4.1436e+00   0.700
co17 102  CZ   +600..+748  3.8072e+00  1.9580e+00   0.656  6.6810e+00   0.624
co17 102  C4   +600..+748  2.5848e+00  9.1791e-01   0.708  5.8556e+00   0.624
co17 102  CP5  +600..+748 -2.8710e+00 -5.4459e+00   0.716 -6.2383e-01   0.624
co17 102  CPZ  +600..+748  2.0644e+00 -1.2509e-01   0.656  5.2163e+00   0.624
co17 102  CP6  +600..+748 -2.7092e-01 -2.8587e+00   0.740  3.4033e+00   0.624
co17 102  P7   +600..+748  2.4581e+00 -1.9766e-01   0.644  6.0459e+00   0.624
co17 102  P3   +600..+748  1.4085e+00 -1.4720e+00   0.716  4.4785e+00   0.624
co17 102  PZ   +600..+748 -2.3705e+00 -4.8461e+00   0.716  2.2530e-01   0.624
co17 102  P4   +600..+748 -1.1170e+00 -3.8291e+00   0.644  3.1827e+00   0.624
co17 102  P8   +600..+748 -1.7429e+00 -4.9859e+00   0.716  2.4825e+00   0.624
co17 102  PO3  +600..+748  1.3401e+00 -2.1900e+00   0.644  5.5694e+00   0.624
co17 102  POZ  +600..+748  1.9498e+00 -1.3260e+00   0.644  6.0480e+00   0.624
co17 102  PO4  +600..+748 -4.1222e-01 -3.7615e+00   0.644  4.6601e+00   0.624
co17 102  OZ   +600..+748  2.4595e+00 -1.3947e+00   0.716  7.9128e+00   0.624
co17 103  F7   +600..+748 -4.7275e-01 -2.9462e+00   0.720  3.3325e+00   0.684
co17 103  F3   +600..+748  2.5255e+00 -2.0438e-01   0.732  6.2307e+00   0.668
co17 103  FZ   +600..+748  6.8375e+00  4.5047e+00   0.632  8.8096e+00   0.684
co17 103  F4   +600..+748  4.7178e+00  1.0968e+00   0.620  7.9096e+00   0.676
co17 103  F8   +600..+748  9.3670e-01 -1.7272e+00   0.732  4.8308e+00   0.744
co17 103  FC5  +600..+748  2.1558e+00 -1.3828e+00   0.616  9.5047e+00   0.668
co17 103  FCZ  +600..+748  5.3154e+00  3.7974e+00   0.632  6.8439e+00   0.684
co17 103  FC6  +600..+748  1.4701e+00 -3.2019e-01   0.664  3.7209e+00   0.744
co17 103  C3   +600..+748  3.1037e+00  1.2690e+00   0.608  6.2245e+00   0.668
co17 103  CZ   +600..+748  5.2961e+00  3.7046e+00   0.652  7.4083e+00   0.744
co17 103  C4   +600..+748  3.4003e+00  1.5016e+00   0.652  5.3217e+00   0.744
co17 103  CP5  +600..+748  8.5967e-01 -1.4293e+00   0.648  3.0724e+00   0.668
co17 103  CPZ  +600..+748  3.7718e+00  1.6859e+00   0.652  6.1248e+00   0.744
co17 103  CP6  +600..+748  1.1958e+00 -1.1053e+00   0.652  3.5102e+00   0.704
co17 103  P7   +600..+748  4.9396e+00  2.1964e+00   0.648  7.4401e+00   0.744
co17 103  P3   +600..+748  5.1555e+00  2.2594e+00   0.648  7.4228e+00   0.744
co17 103  PZ   +600..+748  7.4104e-01 -1.2831e+00   0.648  3.0667e+00   0.744
co17 103  P4   +600..+748  1.5085e+00 -7.3672e-01   0.652  3.5169e+00   0.744
co17 103  P8   +600..+748 -7.2148e-01 -3.3712e+00   0.720  1.3453e+00   0.684
co17 103  PO3  +600..+748  4.5251e+00  5.1227e-01   0.652  7.4279e+00   0.744
co17 103  POZ  +600..+748  4.1460e+00  5.4550e-01   0.648  7.2376e+00   0.744
co17 103  PO4  +600..+748  2.3738e+00 -5.6876e-01   0.652  4.3620e+00   0.744
co17 103  OZ   +600..+748  3.4489e+00 -1.1783e+00   0.652  7.3914e+00   0.744
co17 104  F7   +600..+748 -1.3986e+00 -3.9165e+00   0.744  9.3032e-01   0.692
co17 104  F3   +600..+748  1.6592e+00 -1.2233e+00   0.744  3.9939e+00   0.608
co17 104  FZ   +600..+748  3.6621e+00  8.9270e-01   0.724  6.8693e+00   0.680
co17 104  F4   +600..+748  2.4066e+00 -1.8667e+00   0.724  5.1660e+00   0.608
co17 104  F8   +600..+748  2.2848e+00 -7.0848e-01   0.736  5.1924e+00   0.680
co17 104  FC5  +600..+748  2.4048e+00 -1.2739e+00   0.740  7.3305e+00   0.640
co17 104  FCZ  +600..+748  2.5348e+00 -7.9123e-01   0.724  6.1783e+00   0.680
co17 104  FC6  +600..+748  1.5051e+00 -1.6940e+00   0.728  4.0005e+00   0.680
co17 104  C3   +600..+748  2.3979e+00 -5.2332e-01   0.740  5.0639e+00   0.668
co17 104  CZ   +600..+748  3.5646e+00 -1.6587e-01   0.724  7.4873e+00   0.680
co17 104  C4   +600..+748  4.6421e-01 -3.7168e+00   0.744  3.7091e+00   0.680
co17 104  CP5  +600..+748 -9.9373e-01 -4.0934e+00   0.744  2.0790e+00   0.668
co17 104  CPZ  +600..+748  1.7670e+00 -1.8652e+00   0.724  5.2453e+00   0.668
co17 104  CP6  +600..+748  2.7949e-01 -3.6250e+00   0.744  2.7009e+00   0.644
co17 104  P7   +600..+748  2.8794e+00  1.5056e-01   0.724  6.6994e+00   0.668
co17 104  P3   +600..+748  3.2454e+00  7.1031e-01   0.724  6.6869e+00   0.668
co17 104  PZ   +600..+748  3.7902e-01 -2.3728e+00   0.708  3.5365e+00   0.668
co17 104  P4   +600..+748 -6.5591e-01 -4.1228e+00   0.744  2.8655e+00   0.668
co17 104  P8   +600..+748 -1.5657e+00 -6.6608e+00   0.744  1.4784e+00   0.668
co17 104  PO3  +600..+748  3.3310e+00  2.7910e-01   0.704  6.9119e+00   0.668
co17 104  POZ  +600..+748  2.9577e+00  2.1932e-01   0.704  6.8649e+00   0.668
co17 104  PO4  +600..+748  1.0419e+00 -1.9217e+00   0.744  4.2252e+00   0.668
co17 104  OZ   +600..+748  2.9633e+00 -4.3414e-01   0.704  7.1328e+00   0.668
co19 101  F7   +600..+748  7.0713e-01 -1.6167e+00   0.732  3.4148e+00   0.664
co19 101  F3   +600..+748 -4.0884e+00 -7.5298e+00   0.724 -1.0410e+00   0.664
co19 101  FZ   +600..+748 -2.5333e+00 -6.1062e+00   0.724  6.6411e-01   0.672
co19 101  F4   +600..+748 -4.4782e+00 -7.2372e+00   0.740 -2.7132e+00   0.668
co19 101  F8   +600..+748 -3.4335e-01 -2.3918e+00   0.612  1.3788e+00   0.708
co19 101  FC5  +600..+748 -2.0879e+00 -4.7064e+00   0.724  8.3238e-01   0.664
co19 101  FCZ  +600..+748 -4.5917e+00 -9.6451e+00   0.724 -7.3125e-01   0.672
co19 101  FC6  +600..+748 -3.4063e+00 -5.8424e+00   0.740 -1.6292e+00   0.692
co19 101  C3   +600..+748 -8.4764e-01 -4.3385e+00   0.724  1.6518e+00   0.692
co19 101  CZ   +600..+748 -3.5699e+00 -8.3855e+00   0.728 -4.4611e-01   0.668
co19 101  C4   +600..+748 -2.6611e+00 -5.3928e+00   0.736 -4.5087e-01   0.672
co19 101  CP5  +600..+748 -9.9778e-01 -3.8645e+00   0.724  1.4127e+00   0.664
co19 101  CPZ  +600..+748 -2.3994e+00 -5.6776e+00   0.724  1.6071e-01   0.664
co19 101  CP6  +600..+748 -1.9976e+00 -3.6954e+00   0.740 -3.2916e-01   0.700
co19 101  P7   +600..+748 -5.9451e-01 -5.2572e+00   0.612  6.1087e+00   0.664
co19 101  P3   +600..+748 -7.6785e-01 -3.4617e+00   0.724  2.3162e+00   0.664
co19 101  PZ   +600..+748 -2.7205e+00 -5.3768e+00   0.724 -1.9118e-01   0.664
co19 101  P4   +600..+748 -3.6887e+00 -5.6127e+00   0.724 -1.7391e+00   0.664
co19 101  P8   +600..+748 -7.4374e-01 -3.0928e+00   0.608  7.0032e-01   0.664
co19 101  PO3  +600..+748 -1.9838e+00 -4.2852e+00   0.612  7.4640e-01   0.664
co19 101  POZ  +600..+748 -1.8808e+00 -3.9888e+00   0.724  2.7582e-01   0.664
co19 101  PO4  +600..+748 -5.9071e-01 -2.6491e+00   0.608  1.3407e+00   0.664
co19 101  OZ   +600..+748 -2.2893e+00 -4.4261e+00   0.608  3.0798e-01   0.664
co19 102  F7   +600..+748 -5.9594e-01 -5.1499e+00   0.712  2.6117e+00   0.688
co19 102  F3   +600..+748 -4.7723e+00 -6.9663e+00   0.720 -3.5008e+00   0.688
co19 102  FZ   +600..+748 -2.0889e+00 -4.6285e+00   0.716 -9.4506e-05   0.672
co19 102  F4   +600..+748 -4.6245e+00 -8.1950e+00   0.716 -2.5558e+00   0.656
co19 102  F8   +600..+748 -1.1856e+00 -4.5492e+00   0.724  8.3383e-01   0.672
co19 102  FC5  +600..+748 -3.3545e+00 -5.6250e+00   0.720 -1.9450e+00   0.688
co19 102  FCZ  +600..+748 -3.6079e+00 -6.5679e+00   0.716 -1.2289e+00   0.672
co19 102  FC6  +600..+748 -4.4813e+00 -7.8292e+00   0.720 -2.8479e+00   0.648
co19 102  C3   +600..+748 -1.3198e+00 -3.4565e+00   0.716  1.4976e-01   0.688
co19 102  CZ   +600..+748 -3.8822e+00 -6.2242e+00   0.716 -1.9534e+00   0.672
co19 102  C4   +600..+748 -4.4317e+00 -7.4190e+00   0.728 -2.1375e+00   0.652
co19 102  CP5  +600..+748 -2.7621e-01 -2.0154e+00   0.720  2.0937e+00   0.688
co19 102  CPZ  +600..+748 -1.8319e+00 -3.7651e+00   0.736 -3.2260e-01   0.632
co19 102  CP6  +600..+748 -2.6074e+00 -4.9836e+00   0.728 -8.0280e-01   0.652
co19 102  P7   +600..+748  1.5373e+00 -1.9311e+00   0.640  7.1411e+00   0.688
co19 102  P3   +600..+748  3.6382e-01 -7.7767e-01   0.640  2.7455e+00   0.688
co19 102  PZ   +600..+748 -1.9649e+00 -3.2819e+00   0.736 -6.1012e-01   0.632
co19 102  P4   +600..+748 -3.1195e+00 -4.6810e+00   0.736 -1.5155e+00   0.632
co19 102  P8   +600..+748 -7.7134e-01 -2.0072e+00   0.616  4.2008e-01   0.652
co19 102  PO3  +600..+748 -1.3885e+00 -2.6460e+00   0.664  7.1100e-01   0.688
co19 102  POZ  +600..+748 -1.6484e-01 -1.4544e+00   0.664  1.1874e+00   0.744
co19 102  PO4  +600..+748  1.1733e+00 -7.7747e-02   0.664  2.2732e+00   0.644
co19 102  OZ   +600..+748 -1.2016e+00 -3.3187e+00   0.664  7.9751e-01   0.688
co19 103  F7   +600..+748 -1.7927e+00 -3.4421e+00   0.608  4.3613e-01   0.684
co19 103  F3   +600..+748 -3.4218e+00 -4.4971e+00   0.608 -1.5221e+00   0.688
co19 103  FZ   +600..+748  4.3927e-01 -1.5144e+00   0.724  2.4778e+00   0.712
co19 103  F4   +600..+748 -2.4894e+00 -5.6426e+00   0.724 -3.2581e-01   0.616
co19 103  F8   +600..+748 -7.9241e-01 -3.8870e+00   0.724  1.8615e+00   0.620
co19 103  FC5  +600..+748 -2.7626e+00 -4.3550e+00   0.720 -7.7610e-01   0.684
co19 103  FCZ  +600..+748  9.8877e-01 -1.4329e+00   0.724  2.7845e+00   0.660
co19 103  FC6  +600..+748 -1.9519e+00 -4.8602e+00   0.724  1.7970e+00   0.616
